,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4113,"Lenox Hill, Manhattan",40.76811265828733,-73.9588596881376,The Meatball Shop,40.77165010970168,-73.95626364966382,Italian Restaurant
4117,"Lenox Hill, Manhattan",40.76811265828733,-73.9588596881376,Bella Blu,40.76924898445326,-73.96304867967362,Italian Restaurant
4119,"Lenox Hill, Manhattan",40.76811265828733,-73.9588596881376,Bigoi Venezia,40.76995154071836,-73.95748568997048,Italian Restaurant
4128,"Lenox Hill, Manhattan",40.76811265828733,-73.9588596881376,Mezzaluna Restaurants,40.771352488755774,-73.95968198776245,Italian Restaurant
4138,"Lenox Hill, Manhattan",40.76811265828733,-73.9588596881376,Nino's,40.76818,-73.9555,Italian Restaurant
4178,"Upper West Side, Manhattan",40.787657998534854,-73.97705923630603,Celeste,40.786688640728016,-73.97573727885354,Italian Restaurant
4181,"Upper West Side, Manhattan",40.787657998534854,-73.97705923630603,Pizzeria Sirenetta,40.78864019118798,-73.9742819869487,Italian Restaurant
4218,"Upper West Side, Manhattan",40.787657998534854,-73.97705923630603,Osteria Cotta,40.78557829267471,-73.97283558506008,Italian Restaurant
4230,"Upper West Side, Manhattan",40.787657998534854,-73.97705923630603,Cibo E Vino,40.790228485146734,-73.97503490852715,Italian Restaurant
4240,"Upper West Side, Manhattan",40.787657998534854,-73.97705923630603,Carmine's Italian Restaurant,40.7910963,-73.9739914,Italian Restaurant
4256,"Upper West Side, Manhattan",40.787657998534854,-73.97705923630603,Bella Luna,40.78777144838228,-73.97146224975585,Italian Restaurant
4299,"Lincoln Square, Manhattan",40.77352888942166,-73.98533777001262,Lincoln Ristorante,40.77341322112094,-73.98353503896452,Italian Restaurant
4319,"Lincoln Square, Manhattan",40.77352888942166,-73.98533777001262,Cafe Fiorello,40.771735000935664,-73.98199555811516,Italian Restaurant
4349,"Lincoln Square, Manhattan",40.77352888942166,-73.98533777001262,Noi Due Carne,40.776221,-73.981486,Italian Restaurant
4350,"Lincoln Square, Manhattan",40.77352888942166,-73.98533777001262,Joanne Trattoria,40.77443169968248,-73.98054354601426,Italian Restaurant
4351,"Lincoln Square, Manhattan",40.77352888942166,-73.98533777001262,Noi Due,40.77608153873772,-73.98182259691175,Italian Restaurant
4427,"Clinton, Manhattan",40.75910089146212,-73.99611936309479,La Vela Dining & Bar,40.76115612063494,-73.9981398392287,Italian Restaurant
4443,"Clinton, Manhattan",40.75910089146212,-73.99611936309479,Mercato,40.75629813785912,-73.99350663463123,Italian Restaurant
4456,"Clinton, Manhattan",40.75910089146212,-73.99611936309479,dell’anima,40.762408,-73.996936,Italian Restaurant
4458,"Clinton, Manhattan",40.75910089146212,-73.99611936309479,Tavola,40.75553079277017,-73.99476881950281,Italian Restaurant
4462,"Clinton, Manhattan",40.75910089146212,-73.99611936309479,Bocca Di Bacco,40.7602223750094,-73.99146090472244,Italian Restaurant
4567,"Midtown, Manhattan",40.75469110270623,-73.98166882730304,Tony's Di Napoli,40.75643191257544,-73.98550393311821,Italian Restaurant
4583,"Murray Hill, Manhattan",40.748303077252174,-73.97833207924127,Villa Berulia,40.74686337158743,-73.98061952888928,Italian Restaurant
4593,"Murray Hill, Manhattan",40.748303077252174,-73.97833207924127,Rossinis,40.749056388003616,-73.97902929114717,Italian Restaurant
4645,"Murray Hill, Manhattan",40.748303077252174,-73.97833207924127,Piccolo Cafe,40.749868248594524,-73.98146694599146,Italian Restaurant
4686,"Chelsea, Manhattan",40.744034706747975,-74.00311633472813,The Meatball Shop,40.74598847169323,-74.0016855226974,Italian Restaurant
4728,"Chelsea, Manhattan",40.744034706747975,-74.00311633472813,Del Posto,40.743439045312996,-74.0074489865516,Italian Restaurant
4747,"Chelsea, Manhattan",40.744034706747975,-74.00311633472813,Pepe Giallo,40.7467692734681,-74.00519371032715,Italian Restaurant
4759,"Chelsea, Manhattan",40.744034706747975,-74.00311633472813,Momofuku Nishi,40.74446841298089,-73.99908911021184,Italian Restaurant
4774,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Carbone,40.72790327156426,-74.00013635911864,Italian Restaurant
4789,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Coco Pazzo Kitchen & Restaurant,40.726036487672694,-74.0015071234133,Italian Restaurant
4791,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Piccola Cucina Enoteca,40.7263971644023,-74.0021125319019,Italian Restaurant
4796,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Lupa,40.72757667367626,-74.00009498834322,Italian Restaurant
4802,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Pepe Rosso To Go,40.727226,-74.001595,Italian Restaurant
4804,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Song' e Napule Pizzeria,40.728044,-74.001814,Italian Restaurant
4807,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Carroll Place,40.728543776153494,-73.99983388039426,Italian Restaurant
4815,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Dante NYC,40.728847021360245,-74.00162166908986,Italian Restaurant
4822,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Charlie Bird,40.727802,-74.00285,Italian Restaurant
4831,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,San Carlo Osteria Piemonte,40.725222953452004,-74.00259414883078,Italian Restaurant
4843,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Bar Ciccio Alimentari,40.726375,-74.003369,Italian Restaurant
4844,"Greenwich Village, Manhattan",40.72693288536128,-73.99991402945902,Tiro A Segno,40.72858224368755,-74.00187942789395,Italian Restaurant
4920,"East Village, Manhattan",40.727846777270244,-73.98222616506416,Hearth,40.730032,-73.983304,Italian Restaurant
4957,"East Village, Manhattan",40.727846777270244,-73.98222616506416,Gnocco,40.72711062240362,-73.98026760400238,Italian Restaurant
4975,"Lower East Side, Manhattan",40.71780674892765,-73.98089031999291,Speedy Romeo LES,40.7194551163675,-73.98491520066031,Italian Restaurant
5028,"Tribeca, Manhattan",40.721521967443216,-74.01068328559087,Locanda Verde,40.719981,-74.010002,Italian Restaurant
5080,"Tribeca, Manhattan",40.721521967443216,-74.01068328559087,Pepolino,40.72091120041498,-74.00515242264551,Italian Restaurant
5101,"Tribeca, Manhattan",40.721521967443216,-74.01068328559087,Scalini Fedeli,40.71722617263501,-74.00943297013102,Italian Restaurant
5108,"Tribeca, Manhattan",40.721521967443216,-74.01068328559087,Tutto Il Giorno Tribeca,40.71865547863606,-74.006215076712,Italian Restaurant
5110,"Tribeca, Manhattan",40.721521967443216,-74.01068328559087,Gigino Trattoria,40.71730020080447,-74.01068799174669,Italian Restaurant
5180,"Little Italy, Manhattan",40.71932379395907,-73.99730467208073,Osteria Morini,40.72199,-73.99779,Italian Restaurant
5214,"Little Italy, Manhattan",40.71932379395907,-73.99730467208073,Rubirosa Ristorante,40.72270625453151,-73.99595719792266,Italian Restaurant
5216,"Little Italy, Manhattan",40.71932379395907,-73.99730467208073,Peasant,40.72172197017359,-73.99445044122072,Italian Restaurant
5267,"Soho, Manhattan",40.72218384131794,-74.00065666959759,Osteria Morini,40.72199,-73.99779,Italian Restaurant
5312,"Soho, Manhattan",40.72218384131794,-74.00065666959759,San Carlo Osteria Piemonte,40.725222953452004,-74.00259414883078,Italian Restaurant
5319,"Soho, Manhattan",40.72218384131794,-74.00065666959759,Sant Ambroeus,40.72340098362672,-73.99676947648368,Italian Restaurant
5321,"Soho, Manhattan",40.72218384131794,-74.00065666959759,Rubirosa Ristorante,40.72270625453151,-73.99595719792266,Italian Restaurant
5324,"West Village, Manhattan",40.73443393572434,-74.00617998126812,L'Artusi,40.733887817554255,-74.00511448337453,Italian Restaurant
5326,"West Village, Manhattan",40.73443393572434,-74.00617998126812,I Sodi,40.733347779050895,-74.00494719308303,Italian Restaurant
5337,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Fiaschetteria Pistoia,40.73320302019469,-74.0054261097811,Italian Restaurant
5352,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Via Carota,40.73305214118735,-74.00357299198289,Italian Restaurant
5367,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Malatesta Trattoria,40.73280815951983,-74.00852213960592,Italian Restaurant
5373,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Sant Ambroeus West Village,40.73547913052668,-74.00334772613444,Italian Restaurant
5380,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Malaparte,40.736859,-74.008093,Italian Restaurant
5394,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Gaetana's Cucina Italiana,40.73286359677627,-74.00754392438093,Italian Restaurant
5415,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Morandi,40.7353343387144,-74.0017210581156,Italian Restaurant
5427,"Manhattan Valley, Manhattan",40.797307041702865,-73.96428617740655,Osteria 106,40.79882481969301,-73.96179298262278,Italian Restaurant
5528,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Maialino,40.7384419150589,-73.98561005041564,Italian Restaurant
5558,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Follia,40.735146542173766,-73.98581484979155,Italian Restaurant
5559,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Lamarca Pasta,40.738352,-73.983848,Italian Restaurant
5565,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Patrizia's of Manhattan,40.739815,-73.979263,Italian Restaurant
5592,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Coppola's,40.74157184432409,-73.98135581011344,Italian Restaurant
5637,"Battery Park City, Manhattan",40.71193198394565,-74.01686930508617,Parm,40.71451391801664,-74.01626377138824,Italian Restaurant
5670,"Battery Park City, Manhattan",40.71193198394565,-74.01686930508617,Osteria della Pace,40.7105541734127,-74.01251945667114,Italian Restaurant
5749,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Maestro Pasta,40.709337,-74.007769,Italian Restaurant
5768,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Harry's Italian Pizza Bar,40.7076335455641,-74.00699585960496,Italian Restaurant
5788,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Felice,40.70783228127862,-74.00704045580463,Italian Restaurant
5835,"Astoria, Queens",40.76850859335492,-73.91565374304234,Antika Restaurant & Pizzeria,40.764903413035924,-73.91715814610242,Italian Restaurant
5872,"Astoria, Queens",40.76850859335492,-73.91565374304234,Via Trenta,40.76474329895629,-73.91664146607067,Italian Restaurant
5988,"Jackson Heights, Queens",40.75198138007367,-73.88282109164365,Uncle Peter's,40.755785824308525,-73.88381022551096,Italian Restaurant
6089,"Howard Beach, Queens",40.65422527738487,-73.8381376460028,Prima Pasta & Cafe,40.65438500803745,-73.83909340122082,Italian Restaurant
6090,"Howard Beach, Queens",40.65422527738487,-73.8381376460028,Brothers Ravioli,40.655281880700706,-73.83899102478131,Italian Restaurant
6105,"Howard Beach, Queens",40.65422527738487,-73.8381376460028,Roma View Catering,40.657220178842806,-73.83909163427153,Italian Restaurant
6123,"Corona, Queens",40.74238175015667,-73.85682497345258,Park Side,40.74366966519212,-73.85584371341943,Italian Restaurant
